cid,datahead,dataurl,creator,contributor,corp
232,  区立中学校  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000082,練馬区,教育振興部学校施設課,練馬区 教育振興部学校施設課
233,  区立小学校  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000081,練馬区,教育振興部学校施設課,練馬区 教育振興部学校施設課
234,  区立幼稚園  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000080,練馬区,教育振興部学務課,練馬区 教育振興部学務課
235,  学童クラブ  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000079,練馬区,こども家庭部子育て支援課,練馬区 こども家庭部子育て支援課
236,  児童館  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000078,練馬区,こども家庭部子育て支援課,練馬区 こども家庭部子育て支援課
237,  防災学習センター  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000073,練馬区,危機管理室区民防災課,練馬区 危機管理室区民防災課
238,  清掃事業所  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000072,練馬区,環境部石神井清掃事務所,練馬区 環境部石神井清掃事務所
239,  清掃事務所  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000071,練馬区,環境部各清掃事務所,練馬区 環境部各清掃事務所
240,  リサイクルセンター  【練馬区】平成29年4月21日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000070,練馬区,環境部清掃リサイクル課,練馬区 環境部清掃リサイクル課
241,  資源循環センター  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000069,練馬区,環境部清掃リサイクル課,練馬区 環境部清掃リサイクル課
242,  心身障害者福祉集会所  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000067,練馬区,福祉部障害者施策推進課,練馬区 福祉部障害者施策推進課
243,  障害者地域生活支援センター  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000065,練馬区,福祉部障害者施策推進課,練馬区 福祉部障害者施策推進課
244,  福祉園  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000064,練馬区,福祉部障害者施策推進課,練馬区 福祉部障害者施策推進課
245,  福祉作業所  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000063,練馬区,福祉部障害者施策推進課,練馬区 福祉部障害者施策推進課
246,  こども発達支援センター  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000062,練馬区,福祉部障害者サービス調整担当課,練馬区 福祉部障害者サービス調整担当課
247,  中村橋福祉ケアセンター（心身障害者福祉センター）  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000061,練馬区,福祉部障害者サービス調整担当課,練馬区 福祉部障害者サービス調整担当課
248,  厚生文化会館  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000055,練馬区,福祉部管理課,練馬区 福祉部管理課
249,  練馬区保健所生活衛生課石神井分室  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000054,練馬区,健康部生活衛生課,練馬区 健康部生活衛生課
250,  保健相談所  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000053,練馬区,健康部健康推進課,練馬区 健康部健康推進課
251,  練馬区保健所  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000052,練馬区,健康部健康推進課,練馬区 健康部健康推進課
252,  土木出張所  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000048,練馬区,土木部道路公園課,練馬区 土木部道路公園課
253,  区民事務所  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000047,練馬区,区民部戸籍住民課,練馬区 区民部戸籍住民課
254,  区民センター  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000046,練馬区,区民部戸籍住民課,練馬区 区民部戸籍住民課
255,  区役所（庁舎等）  【練馬区】平成29年3月17日現在の位置情報等です。   ※座標系：世界測地系 ,/dataset/t131202d0000000045,練馬区,総務部総務課,練馬区 総務部総務課
256,  住宅・土地統計調査  【練馬区】住宅・土地統計調査の集計結果について、練馬区に係る分のうち主要なものを掲載しています。 ,/dataset/t131202d0000000042,練馬区,総務部総務課,練馬区 総務部総務課
257,  児童館中高生事業実施施設一覧  【練馬区】中高生向け事業の実施施設一覧です。実施曜日は、中高生が夜7時まで利用できます。 ,/dataset/t131202d0000000030,練馬区,こども家庭部子育て支援課,練馬区 こども家庭部子育て支援課
258,  にこにこ実施施設一覧  【練馬区】児童のいない午前中の学童クラブ室を開放し、0～3歳までの乳幼児とその保護者が遊んだり情報交換ができる場です。 ,/dataset/t131202d0000000029,練馬区,こども家庭部子育て支援課,練馬区 こども家庭部子育て支援課
259,  公共施設一覧  【東京都国立市】公共施設一覧のデータです。 ,/dataset/t132152d0000000006,国立市,情報管理課情報システム係,国立市 情報管理課情報システム係
260,  無線LANアクセスポイント一覧  【東京都国立市】無線LANアクセスポイント一覧のデータです。 ,/dataset/t132152d0000000005,国立市,情報管理課情報システム係,国立市 情報管理課情報システム係
261,  東京都自転車安全利用に関する意識調査報告書  【東京都青少年・治安対策本部】東京都は、都民の自転車安全利用に関する意識や行政・関係事業者等に対する要望を把握し、今後の自転車施策の展開に役立てるため、調査を実施しましたので、その結果をお知らせします。詳細については、以下報告書をご覧ください。 ,/dataset/t000002d1800000014,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
262,  防犯ボランティア団体・活動に関するアンケート調査報告書  【東京都青少年・治安対策本部】 ,/dataset/t000002d1800000005,東京都都民安全推進本部,総合対策部安全・安心まちづくり課,東京都都民安全推進本部 総合対策部安全・安心まちづくり課
263,  地域安全マップ区市町村別実施率  【東京都青少年・治安対策本部】 ,/dataset/t000002d1800000004,東京都都民安全推進本部,総合対策部安全・安心まちづくり課,東京都都民安全推進本部 総合対策部安全・安心まちづくり課
264,  「子供１１０番の家」等への駆込み体験訓練（年度、実施箇所、住所、参考ＵＲＬ）  【東京都青少年・治安対策本部】「子供１１０番の家」等への駆込み体験訓練 ,/dataset/t000002d1800000003,東京都都民安全推進本部,総合対策部安全・安心まちづくり課,東京都都民安全推進本部 総合対策部安全・安心まちづくり課
265,  区市町村の取組一覧  【東京都青少年・治安対策本部】安全安心まちづくりに関する条例・暴力団排除条例の制定状況、都・区市町村補助による防犯カメラの設置台数、防犯ボランティア団体等への活動支援の状況、青色防犯パトロールの実施状況、子供の安全対策事業の実施状況、落書き消去事業 ,/dataset/t000002d1800000002,東京都都民安全推進本部,総合対策部安全・安心まちづくり課,東京都都民安全推進本部 総合対策部安全・安心まちづくり課
266,  家庭等における青少年の携帯電話・スマートフォン等の利用等に関する調査  【東京都青少年・治安対策本部】 ,/dataset/t000002d0000000030,東京都都民安全推進本部,総合対策部青少年課,東京都都民安全推進本部 総合対策部青少年課
267,  高齢者による万引きに関する報告書  【東京都青少年・治安対策本部】万引きに関する有識者研究会（平成28年度）での議論（全6回開催）や実態調査等を踏まえ、このたび、報告書をまとめました。 ,/dataset/t000002d1800000001,東京都都民安全推進本部,総合対策部安全・安心まちづくり課,東京都都民安全推進本部 総合対策部安全・安心まちづくり課
268,  連続した自転車走行空間の確保に関する社会実験等の実施報告書  【東京都青少年・治安対策本部】東京都では、大田区及び江東区と連携し、複数の道路管理者にまたがる道路（都道、区道）において、同一のピクトグラム（絵文字）による連続した自転車走行空間の確保を目的とした社会実験を行い、その結果がまとまりましたのでお知らせします。 ,/dataset/t000002d1800000013,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
269,  自転車安全利用TOKYOキャンペーン_※自転車を利用する皆さんへ  【東京都青少年・治安対策本部】 ,/dataset/t000002d1800000009,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
270,  自転車、原動機付自転車及び自動二輪車の放置状況（平成28年度調査結果）  【東京都青少年・治安対策本部】　都内における駅前放置自転車の現況、都内の駅周辺における自転車、原動機付自転車及び自動二輪車の放置状況（平成28年度調査結果） ,/dataset/t000002d1700000004,東京都都民安全推進本部,総合対策部 交通安全課,東京都都民安全推進本部 総合対策部 交通安全課
271,  第33回駅前放置自転車クリーンキャンペーン報告書  【東京都青少年・治安対策本部】　 ,/dataset/t000002d1700000005,東京都都民安全推進本部,総合対策部 交通安全課,東京都都民安全推進本部 総合対策部 交通安全課
272,  都内における駅前放置自転車の現況（平成28年度調査結果）  【東京都青少年・治安対策本部】 ,/dataset/t000002d1700000001,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
273,  都内における駅前放置自転車の現況（平成23年度調査結果）  【東京都青少年・治安対策本部】 ,/dataset/t000002d0000000015,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
274,  都内における駅前放置自転車の現況（平成22年度調査結果）  【東京都青少年・治安対策本部】 ,/dataset/t000002d0000000016,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
275,  都内における駅前放置自転車の現況（平成27年度調査結果）  【東京都青少年・治安対策本部】 ,/dataset/t000002d0000000011,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
276,  都内における駅前放置自転車の現況（平成26年度調査結果）  【東京都青少年・治安対策本部】 ,/dataset/t000002d0000000012,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
277,  都内における駅前放置自転車の現況（平成25年度調査結果）  【東京都青少年・治安対策本部】 ,/dataset/t000002d0000000013,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
278,  都内における駅前放置自転車の現況（平成24年度調査結果）  【東京都青少年・治安対策本部】 ,/dataset/t000002d0000000014,東京都都民安全推進本部,総合対策部交通安全課,東京都都民安全推進本部 総合対策部交通安全課
279,  飲食店営業一覧（業種順・許可日順）  このデータセットには説明がありません ,/dataset/t131067d0000000068,台東区,健康部生活衛生課,台東区 健康部生活衛生課
280,  地区別世帯・人口数  このデータセットには説明がありません ,/dataset/t131067d0000000071,台東区,区民部戸籍住民サービス課,台東区 区民部戸籍住民サービス課
281,  保育園入園基準（基本指数）  このデータセットには説明がありません ,/dataset/t131067d0000000075,台東区,教育委員会児童保育課,台東区 教育委員会児童保育課
282,  喫茶店営業一覧（業種順・許可日順）  このデータセットには説明がありません ,/dataset/t131067d0000000069,台東区,健康部生活衛生課,台東区 健康部生活衛生課
283,  年齢別人口数  このデータセットには説明がありません ,/dataset/t131067d0000000072,台東区,区民部戸籍住民サービス課,台東区 区民部戸籍住民サービス課
284,  住民異動件数  このデータセットには説明がありません ,/dataset/t131067d0000000073,台東区,区民部戸籍住民サービス課,台東区 区民部戸籍住民サービス課
285,  町丁名別世帯・人口数  このデータセットには説明がありません ,/dataset/t131067d0000000070,台東区,区民部戸籍住民サービス課,台東区 区民部戸籍住民サービス課
286,  リサイクル自転車取扱店  品川区内のリサイクル自転車取扱店 ,/dataset/t131091d0000000121,品川区,防災まちづくり部土木管理課,品川区 防災まちづくり部土木管理課
287,  自転車駐車場付置義務対象施設  自転車駐車場付置義務対象施設 ,/dataset/t131091d0000000120,品川区,防災まちづくり部土木管理課,品川区 防災まちづくり部土木管理課
288,  駅前放置自転車撤去情報（各駅ごと）  駅前放置自転車撤去情報（各駅ごと） ,/dataset/t131091d0000000119,品川区,防災まちづくり部土木管理課,品川区 防災まちづくり部土木管理課
289,  民間自転車駐輪場  品川区内の民間自転車駐輪場情報 ,/dataset/t131091d0000000118,品川区,防災まちづくり部土木管理課,品川区 防災まちづくり部土木管理課
290,  区営自転車駐輪場  品川区営自転車駐輪場情報 ,/dataset/t131091d0000000117,品川区,防災まちづくり部土木管理課,品川区 防災まちづくり部土木管理課
291,  屋外プール  屋外プール ,/dataset/t131091d0000000110,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
292,  多目的広場  多目的広場 ,/dataset/t131091d0000000109,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
293,  その他のスポーツ施設  その他のスポーツ施設 ,/dataset/t131091d0000000108,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
294,  スケートボード場  スケートボード場 ,/dataset/t131091d0000000107,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
295,  サッカー場（ミニサッカー場含む）  サッカー場（ミニサッカー場含む） ,/dataset/t131091d0000000106,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
296,  弓道場の使用区分表  弓道場の使用区分表 ,/dataset/t131091d0000000105,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
297,  弓道場  弓道場 ,/dataset/t131091d0000000104,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
298,  テニスコート  テニスコート ,/dataset/t131091d0000000103,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
299,  野球場  野球場 ,/dataset/t131091d0000000102,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
300,  区立プール  区立プール ,/dataset/t131091d0000000101,品川区,文化スポーツ振興部スポーツ推進課,品川区 文化スポーツ振興部スポーツ推進課
301,  健康・福祉施設  健康・福祉施設の説明および位置情報等 ,/dataset/t131091d0000000099,品川区,福祉部高齢者地域支援課,品川区 福祉部高齢者地域支援課
302,  自殺者数の推移  自殺者数の推移 ,/dataset/t131091d0000000098,品川区,品川区保健所保健予防課,品川区 品川区保健所保健予防課
303,  子どもの予防接種  子どもの予防接種 ,/dataset/t131091d0000000097,品川区,品川区保健所保健予防課,品川区 品川区保健所保健予防課
304,  有料ごみ処理券の種類  有料ごみ処理券の種類（券種、金額） ,/dataset/t131091d0000000096,品川区,品川区清掃事務所品川区清掃事務所,品川区 品川区清掃事務所品川区清掃事務所
305,  廃棄物処理手数料  廃棄物処理手数料の金額（家庭系ごみ、事業系ごみ等） ,/dataset/t131091d0000000095,品川区,品川区清掃事務所品川区清掃事務所,品川区 品川区清掃事務所品川区清掃事務所
306,  リユース事業協力店  店舗情報(取扱い品目) ,/dataset/t131091d0000000094,品川区,品川区清掃事務所品川区清掃事務所,品川区 品川区清掃事務所品川区清掃事務所
307,  拠点回収  拠点回収場所一覧 ,/dataset/t131091d0000000093,品川区,品川区清掃事務所品川区清掃事務所,品川区 品川区清掃事務所品川区清掃事務所
308,  環境配慮施設  環境にやさしいエネルギーを使用している施設 ,/dataset/t131091d0000000076,品川区,都市環境部環境課,品川区 都市環境部環境課
309,  数字でみる品川  数字でみる品川 ,/dataset/t131091d0000000075,品川区,地域振興部地域活動課,品川区 地域振興部地域活動課
310,  保養施設（品川荘・光林荘）料金表  保養施設（品川荘・光林荘）料金表 ,/dataset/t131091d0000000072,品川区,地域振興部地域活動課,品川区 地域振興部地域活動課
311,  姉妹・友好都市一覧  姉妹・友好都市一覧 ,/dataset/t131091d0000000067,品川区,総務部総務課,品川区 総務部総務課
312,  ポップンルーム（地域交流室）  ポップンルーム（地域交流室） ,/dataset/t131091d0000000058,品川区,子ども未来部保育支援課,品川区 子ども未来部保育支援課
313,  オアシスルーム一覧  オアシスルーム一覧 ,/dataset/t131091d0000000059,品川区,子ども未来部保育支援課,品川区 子ども未来部保育支援課
314,  令和3年度検査結果（5月10日～5月14日分）  令和3年度検査結果（5月10日～5月14日分） ,/dataset/t131091d0000000056,品川区,子ども未来部保育課,品川区 子ども未来部保育課
315,  認定こども園の定員数  認定こども園の定員数 ,/dataset/t131091d0000000055,品川区,子ども未来部保育課,品川区 子ども未来部保育課
316,  幼稚園一覧  幼稚園一覧 ,/dataset/t131091d0000000054,品川区,子ども未来部保育課,品川区 子ども未来部保育課
317,  預かり保育無償化  預かり保育無償化 ,/dataset/t131091d0000000053,品川区,子ども未来部保育課,品川区 子ども未来部保育課
318,  区立幼稚園  区立幼稚園 ,/dataset/t131091d0000000052,品川区,子ども未来部保育課,品川区 子ども未来部保育課
319,  2021年度区立幼稚園4月入園申込状況  2021年度区立幼稚園4月入園申込状況 ,/dataset/t131091d0000000051,品川区,子ども未来部保育課,品川区 子ども未来部保育課
320,  保育園等保育料一覧（標準時間保育料）  保育園等保育料一覧（標準時間保育料） ,/dataset/t131091d0000000050,品川区,子ども未来部保育課,品川区 子ども未来部保育課
321,  区立保育園パンフレット（令和3年度版）  区立保育園パンフレット（令和3年度版） ,/dataset/t131091d0000000049,品川区,子ども未来部保育課,品川区 子ども未来部保育課
322,  延長夜間保育  延長夜間保育 ,/dataset/t131091d0000000048,品川区,子ども未来部保育課,品川区 子ども未来部保育課
323,  貸付金の種類の助成限度額  貸付金の種類の助成限度額 ,/dataset/t131091d0000000040,品川区,子ども未来部子育て応援課,品川区 子ども未来部子育て応援課
324,  ひとり親家庭のための休養ホーム  ひとり親家庭のための休養ホーム ,/dataset/t131091d0000000039,品川区,子ども未来部子育て応援課,品川区 子ども未来部子育て応援課
325,  児童育成手当・障害手当の所得制限額  児童育成手当・障害手当の所得制限額 ,/dataset/t131091d0000000038,品川区,子ども未来部子育て応援課,品川区 子ども未来部子育て応援課
326,  児童扶養手当の所得制限額  児童扶養手当の所得制限額 ,/dataset/t131091d0000000037,品川区,子ども未来部子育て応援課,品川区 子ども未来部子育て応援課
327,  ひとり親家庭等医療費助成の所得制限額  ひとり親家庭等医療費助成の所得制限額 ,/dataset/t131091d0000000036,品川区,子ども未来部子育て応援課,品川区 子ども未来部子育て応援課
328,  児童手当の所得制限  児童手当の所得制限 ,/dataset/t131091d0000000035,品川区,子ども未来部子育て応援課,品川区 子ども未来部子育て応援課
329,  児童手当の支給額  児童手当の支給額 ,/dataset/t131091d0000000034,品川区,子ども未来部子育て応援課,品川区 子ども未来部子育て応援課
330,  多胎児家庭の家事育児支援助成時間と申請期限  多胎児家庭の家事育児支援助成時間と申請期限 ,/dataset/t131091d0000000033,品川区,子ども未来部子ども家庭支援センター,品川区 子ども未来部子ども家庭支援センター
331,  産後の家事育児支援助成時間と申請期限  産後の家事育児支援助成時間と申請期限 ,/dataset/t131091d0000000032,品川区,子ども未来部子ども家庭支援センター,品川区 子ども未来部子ども家庭支援センター
332,  子育てネウボラ相談実施児童センター一覧  子育てネウボラ相談実施児童センター一覧 ,/dataset/t131091d0000000031,品川区,子ども未来部子ども家庭支援センター,品川区 子ども未来部子ども家庭支援センター
333,  文化財  文化財係有償頒布物 ,/dataset/t131091d0000000026,品川区,教育委員会事務局庶務課,品川区 教育委員会事務局庶務課
334,  品川区立学校教育要領（各教科の特徴）  品川区立学校教育要領（各教科の特徴） ,/dataset/t131091d0000000024,品川区,教育委員会事務局指導課,品川区 教育委員会事務局指導課
335,  就学援助費単価表  就学援助支給費目一覧 ,/dataset/t131091d0000000023,品川区,教育委員会事務局学務課,品川区 教育委員会事務局学務課
336,  附属機関  品川区の附属機関の情報 ,/dataset/t131091d0000000019,品川区,企画部広報広聴課,品川区 企画部広報広聴課
337,  品川区の情報  品川区の情報 ,/dataset/t131091d0000000018,品川区,企画部広報広聴課,品川区 企画部広報広聴課
338,  公園・緑地・防災活動広場  公園・緑地・防災活動広場の位置情報 ,/dataset/t131091d0000000130,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
339,  交番  交番の位置情報 ,/dataset/t131091d0000000129,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
340,  警察署  警察署の位置情報 ,/dataset/t131091d0000000128,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
341,  保育所等利用調整基準  保育所等利用調整基準情報 ,/dataset/t131091d0000000047,品川区,子ども未来部保育課,品川区 子ども未来部保育課
342,"  町会情報  町会の情報(zip形式で4形式(dbf,pri,shp,zip)1セットでの公開) ",/dataset/t131091d0000000071,品川区,地域振興部地域活動課,品川区 地域振興部地域活動課
343,"  地域センター情報  地域センターの情報(zip形式で4形式(dbf,pri,shp,zip)1セットでの公開) ",/dataset/t131091d0000000070,品川区,地域振興部地域活動課,品川区 地域振興部地域活動課
344,  小規模保育事業の入園状況・指数  小規模保育事業の入園状況・指数情報 ,/dataset/t131091d0000000041,品川区,子ども未来部保育課,品川区 子ども未来部保育課
345,  認可保育園の入園状況・指数  認可保育園の入園状況・指数情報 ,/dataset/t131091d0000000042,品川区,子ども未来部保育課,品川区 子ども未来部保育課
346,  来庁者数  来庁者数調査の結果 ,/dataset/t131091d0000000060,品川区,総務部経理課,品川区 総務部経理課
347,  街区符号  街区符号の情報 ,/dataset/t131091d0000000069,品川区,地域振興部戸籍住民課,品川区 地域振興部戸籍住民課
348,  認可保育園の入園状況・指数  認可保育園の入園状況・指数情報 ,/dataset/t131091d0000000046,品川区,子ども未来部保育課,品川区 子ども未来部保育課
349,  小規模保育事業の入園状況・指数  小規模保育事業の入園状況・指数情報 ,/dataset/t131091d0000000045,品川区,子ども未来部保育課,品川区 子ども未来部保育課
350,  認可保育園の入園状況・指数  認可保育園の入園状況・指数情報 ,/dataset/t131091d0000000044,品川区,子ども未来部保育課,品川区 子ども未来部保育課
351,  小規模保育事業の入園状況・指数  小規模保育事業の入園状況・指数情報 ,/dataset/t131091d0000000043,品川区,子ども未来部保育課,品川区 子ども未来部保育課
352,  FREE Wi-Fi  FREE Wi-Fiの情報 ,/dataset/t131091d0000000022,品川区,企画部情報推進課,品川区 企画部情報推進課
353,  世論調査  世論調査の結果 ,/dataset/t131091d0000000017,品川区,企画部広報広聴課,品川区 企画部広報広聴課
354,  文化・スポーツ施設・公園  文化・スポーツ施設・公園の位置情報 ,/dataset/t131091d0000000016,品川区,企画部広報広聴課,品川区 企画部広報広聴課
355,  総合庁舎・地域センター・区民集会所  総合庁舎・地域センター・区民集会所の位置情報 ,/dataset/t131091d0000000015,品川区,企画部広報広聴課,品川区 企画部広報広聴課
356,  健康・福祉施設  健康・福祉施設の説明および位置情報等 ,/dataset/t131091d0000000014,品川区,企画部広報広聴課,品川区 企画部広報広聴課
357,  区民生活関連施設  区民生活関連施設の説明および位置情報等 ,/dataset/t131091d0000000013,品川区,企画部広報広聴課,品川区 企画部広報広聴課
358,  教育・子どもの施設  児童センター・保育園等の位置情報 ,/dataset/t131091d0000000012,品川区,企画部広報広聴課,品川区 企画部広報広聴課
359,  官公署・公共機関  官公署・公共機関の位置情報 ,/dataset/t131091d0000000011,品川区,企画部広報広聴課,品川区 企画部広報広聴課
360,  「都民のくらしむき」東京都生計分析調査報告（月報）　令和3年12月  【東京都総務局】 ,/dataset/t000003d0000000147,東京都総務局,統計部社会統計課,東京都総務局 統計部社会統計課
361,  くらしと統計2021  【東京都総務局】 ,/dataset/t000003d0000000148,東京都総務局,統計部調整課,東京都総務局 統計部調整課
362,  施設情報  【墨田区】区内の各種施設の一覧です。 ,/dataset/t131075d0000000097,墨田区,広報広聴担当,墨田区 広報広聴担当
363,  エコストア一覧  【墨田区】区内の「エコストア」（地球環境にやさしい取り組みをしているお店として、「エコストア制度」に認定されている店舗）の一覧です。 ,/dataset/t131075d0000000111,墨田区,すみだ清掃事務所,墨田区 すみだ清掃事務所
364,  東京都統計年鑑　平成31・令和元年　20　司法・警察・消防  【東京都総務局】 ,/dataset/t000003d0000000142,東京都総務局,統計部調整課,東京都総務局 統計部調整課
365,  東京都統計年鑑　平成31・令和元年　22　選挙・職員  【東京都総務局】 ,/dataset/t000003d0000000144,東京都総務局,統計部調整課,東京都総務局 統計部調整課
366,  東京都統計年鑑　平成31・令和元年　17　教育・文化・スポーツ  【東京都総務局】 ,/dataset/t000003d0000000138,東京都総務局,統計部調整課,東京都総務局 統計部調整課
367,  東京都統計年鑑　平成31・令和元年　13　物価・地価  【東京都総務局】 ,/dataset/t000003d0000000134,東京都総務局,統計部調整課,東京都総務局 統計部調整課
368,  東京都統計年鑑　平成31・令和元年　14　家計  【東京都総務局】 ,/dataset/t000003d0000000135,東京都総務局,統計部調整課,東京都総務局 統計部調整課
369,  東京都統計年鑑　平成31・令和元年　6　電気・上下水道  【東京都総務局】 ,/dataset/t000003d0000000127,東京都総務局,統計部調整課,東京都総務局 統計部調整課
370,  東京都統計年鑑　平成31・令和元年　5　通信・情報  【東京都総務局】 ,/dataset/t000003d0000000126,東京都総務局,統計部調整課,東京都総務局 統計部調整課
371,  東京都統計年鑑　平成31・令和元年　3　建設・住居  【東京都総務局】 ,/dataset/t000003d0000000124,東京都総務局,統計部調整課,東京都総務局 統計部調整課
372,  東京都統計年鑑　平成31・令和元年　15　金融  【東京都総務局】 ,/dataset/t000003d0000000136,東京都総務局,統計部調整課,東京都総務局 統計部調整課
373,  東京都統計年鑑　平成31・令和元年　16　都民経済計算  【東京都総務局】 ,/dataset/t000003d0000000137,東京都総務局,統計部調整課,東京都総務局 統計部調整課
374,  指定管理者制度　平成29年度指定管理料  【東京都福祉保健局】 ,/dataset/t000010d1700000122,東京都福祉保健局,総務部企画政策課事業推進担当,東京都福祉保健局 総務部企画政策課事業推進担当
375,  指定管理者制度　平成24年度指定管理者運営状況評価結果  【東京都福祉保健局】 ,/dataset/t000010d1700000121,東京都福祉保健局,総務部企画政策課事業推進担当,東京都福祉保健局 総務部企画政策課事業推進担当
376,  指定管理者制度　平成25年度指定管理者運営状況評価結果  【東京都福祉保健局】 ,/dataset/t000010d1700000120,東京都福祉保健局,総務部企画政策課事業推進担当,東京都福祉保健局 総務部企画政策課事業推進担当
377,  指定管理者制度　平成26年度指定管理者運営状況評価結果  【東京都福祉保健局】 ,/dataset/t000010d1700000119,東京都福祉保健局,総務部企画政策課事業推進担当,東京都福祉保健局 総務部企画政策課事業推進担当
378,  指定管理者制度　平成27年度指定管理者運営状況評価結果  【東京都福祉保健局】 ,/dataset/t000010d1700000118,東京都福祉保健局,総務部企画政策課事業推進担当,東京都福祉保健局 総務部企画政策課事業推進担当
379,  指定管理者制度　平成28年度指定管理者運営状況評価結果  【東京都福祉保健局】 ,/dataset/t000010d1700000117,東京都福祉保健局,総務部企画政策課事業推進担当,東京都福祉保健局 総務部企画政策課事業推進担当
380,  動物取扱業飼養動物における動物由来感染症起因菌等保有状況調査2  【東京都福祉保健局】東京都は、平成23年度から平成29年度まで、動物取扱業（販売業）で飼養している犬及び猫について、ふん便及び被毛を検体として動物由来感染症起因菌等の保有状況調査を実施した。 ,/dataset/t000010d1700000091,東京都福祉保健局,健康安全部環境保健衛生課動物管理担当,東京都福祉保健局 健康安全部環境保健衛生課動物管理担当
381,  動物病院における動物由来感染症モニタリング調査2  【東京都福祉保健局】  東京都は、平成21年度から平成29年度まで、一般家庭で飼養されている動物における動物由来感染症の発生動向を把握するため、公益社団法人東京都獣医師会と協力し、動物病院における動物由来感染症のモニタリング調査を実施した。 ,/dataset/t000010d1700000089,東京都福祉保健局,健康安全部環境保健衛生課動物管理担当,東京都福祉保健局 健康安全部環境保健衛生課動物管理担当
