ID,title,outline,collecting_cost,sharing_policy,type,variable,analysis,outcome,anticipation,comments,wanted
6145,スマホにおける人の視線データ,スマホを見ている際にユーザーはどこを見ているのかというデータをカメラから取得する。,スマホのカメラから視線だけ収集,購入により共有可,映像.画像,注目領域|時間,ユーザーは実際にどこに注目をしているのか確認でき、ABテストを行いやすくなる,,,データ市場分析,
6143,Twitter,#駅名のつぶやき,アライアンス,未定,テキスト,駅名|混雑,駅の混雑化分析に利用,リアルタイムの混雑把握,,,
6142,コンビニの弁当仕入数,コンビニが日々仕入れる弁当数,アライアンス,未定,数値,店舗所在地|商品名|発注数|日付,駅の混雑化分析に利用,駅周辺のコンビニの発注数を使って駅の混雑度を予測,,,
6141,駅施設設計容量値,ホーム、階段、エスカレータ、通路、改札ののべ床面積,アライアンス,未定,数値,駅名|ホーム|階段|エスカレータ|通路|改札,駅の混雑化分析に利用,駅流動分析結果と合わせて設計容量をどの時間にオーバするかをシミュレーション,,,
6140,駅流動調査,鉄道需要の増加に伴う駅混雑を定量的に把握するために指定した地点（階段・エスカレータ・改札・通路）を通過する利用者数を方向別に計測,アライアンス,未定,表,駅名|階段|エスカレータ|改札|通路|期間|時間|利用者数|方向,駅の混雑化分析に利用,施設容量と合わせて混雑時間帯を可視化,,,
6139,wifi情報,設置スポット毎のセッション数（接続数）とトラフィック数（混雑度）,アライアンス,未定,数値,セッション数|トラフィック数|ロケーション|BSSID|SSID|日時,駅の混雑化分析に利用,設置されたフリーwifiへのアクセス状況を経年でモニタリングする事で駅の混雑度を測定,ロケーションごとの混雑度を可視化,,
6138,イベント情報,いつ、どこで、どんな内容で、どのような交通手段で、どのような人が来るのか、来たのかの情報,ホームページからの収集,未定,テキスト,イベント名|開催期間|最寄り駅|駐車場|開催場所|時間|料金|問い合わせ|収容人数|カテゴリ,駅の混雑化分析に利用,３月２８日上野駅はお花見で混雑度高,,,
6137,駅での停車時間,駅のホームに入ってくる電車の入線時の停止時刻と出発時刻が入った列車運行データ,運行情報システムからの情報提供,未定,数値,発着番線|運行方向|列車種別|行先|編成（両数）|行先|時刻|停車時間,,,,,
6136,駅の利用者の年齢分布,携帯電話のアンテナや、Wi-Fiのアクセスポイントへの接続データに、契約者の属性データを付加したデータ,不明,未定,数値,場所|時刻|年代（年齢層）|人数,,,,,
6135,駅の利用者数,駅における携帯電話のアンテナ、Wi-Fiのアクセスポイントへの接続データ,不明,未定,数値,場所|時刻|人数,,,,,
6134,駅構内店舗の売上高,駅における駅構内（改札内外）店舗での販売実績（売上）データ,不明,未定,数値,店舗|時刻|売上高,,,,,
6133,電鉄会社の年齢分布,鉄道事業者の従業員の年齢構成,鉄道事業者のホームページや、データブックなどから収集,未定,グラフ.数値,年代（年齢層）|人数,,,,,
6132,電車内の温湿度,車両内の温度、湿度情報。車両内にセンサが設置されており、車両単位で取得可能であることが多い。,電車に設置されたセンサーによる,条件により共有可（必要に応じて交渉）,数値.時系列,温度l湿度,駅・電車での移動の快適さを分析・シミュレーションする際に変数の1つとなる,個人の嗜好にあわせ快適に移動できる車両の推測,,,
6131,電車の乗車人数,電車の各車両のごとの乗車人数、およびその変化,電車に設置されたセンサーによる,条件により共有可（必要に応じて交渉）,数値.時系列,現在の乗車人数|駅での降車人数|駅での乗車人数,駅・電車での移動の快適さを分析・シミュレーションする際に変数の1つとなる,当該電車乗車時の混雑率、乗車位置、駅の混雑度合、乗車できる確率の算出,,,
6129,電車の運行時間,駅・電車での移動の快適さを分析・シミュレーション際に変数の1つとなる,運行ダイヤ情報による,一般的に共有してよい,数値.時系列,到着時間|発車時間|運転間隔|車両の種類,駅・電車での移動の快適さを分析・シミュレーションする際に変数の1つとなる,待ち時間の算出,,,
6128,駅構内にある移動支援設備情報,エレベータ、エスカレータの設置場所・数量,ホームページからの収集、鉄道事業者が保有する施設管理情報からの収集,一般的に共有してよい,テキスト.画像,設備の設置場所l数量|性能,駅・電車での移動の快適さを分析・シミュレーションする際に変数の1つとなる,移動にかかる時間,混雑率、混雑分布の評価への活用,,
6127,駅ごとの事故件数,駅の安全性の観点で駅ごとの事故件数,,未定,テキスト,郵便番号|住所|社局|駅|YYYYMMDD|件数|事故フラグ,駅の安全の観点で、社局、駅で紐づく駅に対して事故件数を計算できる。1件1葉で事故件数（常に１）事故フラグ：１転落、２、傷害、３：脱線、４：飛び込み…駅ごとにどのような事故が起こっているかを確認することを可能とする。,,,,
6125,駅ごとのホーム幅,駅ごとのホーム幅と電車の種類ごとのあき幅,,未定,テキスト,郵便番号|住所|社局|駅|ホームNo.|ホーム幅|電車1|ホーム空き幅|電車２|ホーム空き幅|電車３|ホーム空き幅,駅のホームのあき幅などが駅の安全にどう影響しているか。駅ごとの事故件数は別DJ『駅ごと事故件数』の転落事故件数と連携する。,,,,
6124,駅ごと・時間ごと乗車・降車客の年齢構成,駅ごとの乗車・降車客の年齢比率データ,,未定,テキスト,郵便番号|住所|社局|駅|YYYYMMDDHH:00|乗車・降車フラグ|男女フラグ|年齢|,駅ごとの乗車・降車客の年齢構成と駅の安全との相関を確認する。データ変数として、乗車・降車フラグ：乗車１・降車２、男女フラグ：男１、女２、年齢は定期乗車の利用客の実年齢,,,,
6120,駅周辺の自殺率,駅から徒歩10分圏内(半径800m）の自殺者、その地域に住む人口により自殺者率を算出する,,一般的に共有してよい,テキスト,郵便番号|住所|社局|駅|年度|今年度自殺者数|前年自殺者数|今年度人口|前年人口|,,,,,
6119,駅周辺の犯罪件数、犯罪発生率,駅から徒歩10分圏内(半径800m）の年度ごとの犯罪発生件数,,一般的に共有してよい,テキスト,郵便番号|住所|社局|駅|用途区分|年度|犯罪件数|前年犯罪件数|,,,,,
6118,駅周辺の地価、地価上昇率,駅から徒歩10分圏内(半径800m）の地価、地価上昇率,国管轄なのでコストは低い(０に近い）と思われる,一般的に共有してよい,テキスト,郵便番号|住所|社局|駅|用途区分|年度|価格|前年価格|前年比地価上昇率|,,,,,
6116,旅客の乗換検索情報,A駅からB駅に向かう場合の乗換検索結果のデータである。所要時間、運賃、乗換回数等の条件により、旅客がどの乗換ルートを選択しているかを把握することができる。,,未定,時系列,出発駅|到着駅|運賃|所要時間|乗換回数|ダイヤグラム|列車の種類|日付|曜日|,,,,,
6114,車両毎の重量データ,列車を編成する、車両毎の重量データである。リアルタイムに運転席でも確認ができ、混雑状況を把握したり、車内空調の調整等に用いられている。,鉄道事業者の協力が必須,未定,時系列,時刻|車両名|重量|駅|,,,,,
6097,駅ごとの出改札（入出場）データ,駅における改札通過時に取得されるデータであり、きっぷであれば、区数、購入日、有効期限磁気定期券であれば、乗車駅、降車駅、購入日、有効期限ＩＣカードであれば、チャージ残額、定期券区間情報（前述）、ＩＣカード番号、氏名、生年月日などの媒体に保持する情報に加え、通過時データとして通過時刻などを取得することができる,鉄道事業者との交渉による,未定,テキスト.数値.時系列,乗車駅|降車駅|購入日|有効期限|チャージ残額|ＩＣカード番号|氏名|生年月日|通過時刻,,,,,
6075,東京23区内の路線バス各路線の乗車人数,東京23区内の路線バスの各路線について月・曜日・時間帯ごとに乗車人数をまとめたもの。,各バス会社への問い合わせによる。,条件により共有可（必要に応じて交渉）,表,路線名|乗車人数|月|曜日|時間,どのエリアが利用者が多く、どのエリアが利用者が少ないのか分析できる。,バスの本数や路線の増減の必要性がわかる。,バスのダイヤについての検討だけでなく、周辺地域の電車のダイヤの見直しにも使えるかもしれない。,,
6074,過去1年間の地下鉄・JR乗客数のデータ,各路線の各電車の乗客数のデータ。交通手段の選択に影響するような他の因子(天気、周辺の学校の学事歴等々)も繋げられるとより価値がある。,ICカードや券売機情報から収集可。分散して蓄積されている点が難しい。,範囲を限定して共有可,数値.時系列,路線|区間|時間|乗客数|混雑度|天気|イベント情報等|チケット価格,各路線の時間帯ごとの利用のされ方を分析し、満員電車等の問題の解決につなげる。,電車のチケット価格を、飛行機やホテルの価格のように弾力的な設定に変えるために活用する。,都市計画の資料としても使えるかもしれない。,,
6073,新宿駅各改札における１時間あたり人口流入量と流出量,新宿駅の各改札で何人が駅構内に入り，何人が出てきたかについて，０時～１時，１時～２時…と１時間刻みに調査してまとめたもの。,,条件により共有可（必要に応じて交渉）,時系列,時間(1時間区切り)|改札,,駅周辺の昼間人口と夜間人口の参考にしたり，新宿駅の混雑の具合や駅周辺の時間帯ごとの人口密度について考えることに役立てたりできる。,改札ごとの時間分布を比較して，改札の開放閉鎖時間の決定など，駅の運営に持っていくこともできるかもしれない。,,
6072,iphoneユーザーがiphoneを開いている時間,iphoneには「スクリーンタイム」という、iphoneでどのようなアプリをどのくらいの時間開いていたかをまとめる機能がある。,Appleに直接問い合わせる / アンケートなどを用いて調査する,条件により共有可（必要に応じて交渉）,グラフ.数値.時系列,曜日|時間|回数|持ち上げ回数|通知|通知回数|利用時間|スクリーンタイム,,,,,
6071,JR東日本 各駅の乗車人員,各駅の一日平均の乗車数（定期、定期外、合計）と前年比が記載されている。,不明,一般的に共有してよい,表,駅名|定期券利用者数|定期外|合計|前年比,路線、区間ごとに集計する,それぞれの路線、区間の混雑度がわかる,住む場所を選ぶときなどにも使えるかも,,
6070,ニコニコ静画に投稿されたイラストのデータ,ニコニコ静画に投稿されたイラスト約40万件の画像データ及びメタデータ(タイトルやコメント等),ドワンゴへの申請が必要,研究目的において共有可,テキスト.画像,イラスト|タイトル|投稿者コメント|視聴者コメント|閲覧数|タグ,イラストの閲覧数やコメント数から人気イラストを特定できる,どのようなイラストが人気か、なんのキャラクターが流行しているか等の分析ができる,ディープラーニングと組み合わせてみると面白そう,,
6069,東京大学本郷キャンパス周辺の飲食店情報,本郷キャンパス周辺の飲食店に関する、入退店時間と混雑具合、料金に対する味の満足度、店舗の過ごしやすさ(サービス、レイアウト)の各項目に関する客の5評価段階評価、またその理由となるテキストデータ。主にデータは学生から得られたものであり、昼の時間帯のものが多い。大手口コミサイトと比べデータ数は少ないものの、金額といった味以外の要素まで考慮に入れた総合的な視点から学生の率直な評価が書かれている。,アンケート,共有不可,テキスト.数値.時系列,入店時間|グループの構成(人数、性別、年齢)|到着から食事提供までの待ち時間|退店時間|注文と支払い額|味と値段に対する評価と理由|快適さ(レイアウト、サービスの観点から)の評価と理由,多変量解析、テキストマイニングなどを用いる。,快適さ、待ち時間、満足度など各要素間の関係性を分析する。店舗間の位置座標を加え、他店舗や立地による影響を評価する。,飲食店の関係者に必要な情報だけでなく、例えばA.店の性質（アンケート結果）とB.店自体の性質以外の要素との関連が見つかった場合、Aを用いてBを推定するなどの利用法があるかもしれない。,,他地域における同様のデータ
6068,道路における渋滞（予想）,道路における交通量のデータ時間ごとの車両の平均速度,高速道路では乗り降りのから数を測定,一般的に共有してよい,数値,車両数｜時間｜速度,渋滞予想交通量にとる事故頻度の偏りの推定特別な日（例．帰省ラッシュ時など）の予測改善,渋滞状況の把握の向上最適経路の向上による利便性交通事故減少,天候による速度や事故頻度をみて雨の日は上限速度を下げたりすることで事故を減少できるかもしれない逆に晴れていて空いている日はスピードを出しすぎている車両が多く事故の新たな原因解明渋滞が起こる場所・ケースをあつめ新たな道路設計・インフラ向上,,
6067,24h首都圏パーソントリップODデータ,私事目的、通勤目的、通学目的、就業目的のトリップ数を発生場所と集中場所の組みでまとめたexcelファイル指定すれば交通手段別で出力することができる。,文献からの収集,条件により共有可（必要に応じて交渉）,表,トリップ数（交通量）,地震等の災害で交通が麻痺した際の帰宅困難者が多く住む地域、多く働く地域が予測される。,通勤目的の交通量に注目すると家のあるゾーンまでの距離が10km以内なら0、10km~20kmでは(距離-10)/10、20km以上離れていれば1とする簡単な帰宅困難者数のモデルを用い、GISデータ上に出力する。,満員電車や渋滞が発生しやすい地域についての考察,,各地域における年齢階層別の人口
6066,都市の空気の汚染度,都市の汚染されているであろう場所(交通量が多い、工場が近くにあるなど）などのCO2、 SO2の量を測定したデータ,資料検査　,一般的に共有してよい,グラフ.数値.時系列.表,濃度|高度｜,季節・場所・時間毎の平均,交通量の多い交差点は汚染されている都市の中でも人が少ない点は、汚染度が低い,空気汚染は健康評価に使われていたが、都市の設計の観点にも使えるかもしれない,,
6065,自分が使用しているアプリ,１日平均5時間スマートフォンを利用している21歳理系男子大学生がどのアプリを何時間使用しているのかのデータ,iPhoneによる自動記録,条件により共有可（必要に応じて交渉）,グラフ.数値.時系列,アプリ|ジャンル|時間|,男子大学生をターゲットにしたマーケティング、アプリ開発,,,,
6064,大学キャンパス周辺に置ける飲食店の客数,東京大学本郷キャンパス周辺の飲食店における客数の時間別データ,飲食店にアンケート/実地調査,未定,数値.時系列.表,駅からの位置|キャンパスの門からの位置|時間|売り上げ|価格|回転率|テイクアウトor店内,大学周辺の飲食店出店における場所や価格の設定,,大学周辺のみならず、オフィス街などにも応用可能かもしれない,,
6063,自分の歩数データ,僕は電車賃を節約するために、あるいは単に歩くのが好きで歩くことが多い。このデータはiphoneに標準搭載されている歩数計によって集められたデータであり、どのような天気あるいは曜日に歩くことが多いかについて考察したいと思う。,スマートフォンの歩数計による,条件により共有可（必要に応じて交渉）,表,時間（年、月、曜日、日、時）|天気|歩数,シミュレーションは使わないが、時間を変えて分析する。,どのような状況で歩数が多くなるか調べてみる。,歩数と健康、あるいは体重の関係も調べられるかもしれない。,,
6062,飲食店の時間帯別の来客数,ある地域の飲食店に来店する客の時間別の人数。,飲食店に尋ねる,一般的に共有してよい,グラフ,時間帯|日付,飲食店の経営について、客の人数がわかることで席数や仕入れの量などの運営面において効率よく行うことができる。,この時間は客が少ないからシフトを減らそう。など,飲食店に食品を卸している業者も、客数がわかることで在庫管理がしやすくなる。,,
6061,飯屋の種類・数の移り変わり,対象とする地域の飯屋の種類(ラーメン屋、洋食屋、居酒屋など)とその数を、届け出などから計測する。常に記録するので、棒グラフなどにして移り変わりを見ることができる。,飲食業を開店するときに提出しなければならない書類などから,条件により共有可（必要に応じて交渉）,グラフ.数値.画像.表,店の種類|店の数|何年続いているか|住所,店の種類を見ることで空いていて売れそうなものを確認する。店の数を見ることで出店した場合のライバルの数を知れる。立地と何年続いているかを照らし合わせることで出店する際に優秀な場所なのかを確認する。,空いている種類の店を出そうとするので結果的にいろんな食べ物が各町に混在するようになると思う。,地域ごとに人気のある食べ物や、近くに何があると飲食店が繁盛するのかも付随してわかってくる。,アクセスがよいところに様々な種類の飲食店が混在してる方が住民はハッピーだと思う。,飲食業を開店するときに提出しなければならない書類(飲食店営業許可、防火対象物使用開始届)
6060,原子炉施設の異常検知に関するデータ,原子炉の炉内の表面に超音波を当てた際の反響音の波形のデータ。,原子炉を有する〇〇電力に協力を得る。,研究目的において共有可,グラフ,時間、長さ,機械学習,炉の表面の状態について異常を検知する,,,
6059,東京の気象データ,気象庁の提供する東京の日毎の気象データの月平均値,ホームページからの収集,一般的に共有してよい,数値.時系列.表, 日平均気温|日最高気温|日最低気温|平均風速|海面気圧|現地気圧|相対湿度|蒸気圧|雲量|日照率|全天日射量|日照時間|降水量|降雪の深さ,,,,,
6058,東京都内で起きた犯罪データ,東京都内で起きた犯罪の内容と場所、加害者、被害者の属性を集約したデータ。,現地交番に努める警察官による,条件により共有可（必要に応じて交渉）,テキスト.時系列,日時|犯罪の種類|加害者年齢|加害者性別|加害者所属|被害者性別|被害者属性|,,東京都の犯罪発生件数の低下、安全な地区の提案など,商業施設の建設や、消費財のマーケティングに使えるかもしれない,,
6057,日経新聞電子版の運用データ,日経新聞電子版を運用していく上で、必要なデータ（記事や編集者など）やそのユーザーについての情報あるいはどのユーザーがいつどのような記事を読んだかについてのデータ。,,未定,テキスト.数値,性別、 年齢、 職業、 記事タイトル、 記事本文、 記事編集者、 記事カテゴリー、 どのユーザーがいつどのような記事を読んだか,,,,,
6056,都道府県別で見た道路交通事故の数,道路交通事故が多い県順に並べた棒グラフと統計表,文献からの収集,一般的に共有してよい,グラフ.数値.表,都道府県|交通事故の件数,都道府県別に見た交通事故の件数から、背景を考慮して原因を調べる。,交通事故のリスク,県民性が見えてくるかもしれない。,,交通量乗用車を何台持っているか舗装してある道路の割合信号の数（全て都道府県別で）
6055,ある場所において歩行している人が、同時にしていること一覧,ある場所において歩行しているそれぞれの人が、歩きながらしていること(例えばスマホを見ているとか音楽を聴いているとか)を一覧にしたもの。,同上,購入により共有可,テキスト,計測場所|時間|年齢|性別|職業、社会的地位|服装,,,,,
6054,小学生の計算力データ,①小学生の計算力の実態（計算問題）②算数の学習に関する意識,学校通しによる計算力テスト・自記式質問紙調査,一般的に共有してよい,数値.時系列.表,計算問題(整数の加減乗除／小数の加減乗除／分数の加減乗除／数混合／四則混合／□や文字式)の正答率／教科の勉強の好き嫌い／教科に対する意識／算数の勉強の好き嫌い（説明する・聞く・話し合うなど）／計算の好き嫌い／算数の宿題の頻度／家での勉強時間　,計算力と算数への意欲の相関を分析,学年ごとに異なる、不得意な人の多い分野の計算力を分析し、効果的に補完。,スマホゲームが、小学生の算数の得意、不得意に与える影響を調べる。,近年、テレビゲームにとって代わりつつあるスマホゲームの小学生の学力に対する悪影響が謳われているため、因果関係や相関関係を調べたい。,小学生の学年ごとのスマホゲームのプレイ時間と、よくプレイされるゲームの種類に関するデータ。
6053,社会生活基本調査,目的: 国民の社会生活の実態を明らかにするための基礎資料を得ること内容: 生活時間の配分や余暇時間における主な活動（学習・自己啓発・訓練，ボランティア活動，スポーツ，趣味・娯楽及び旅行・行楽）の調査結果注記: 統計法に基づく基幹統計調査として5年ごとに実施される,調査票への回答の集計結果,一般的に共有してよい,数値.時系列.表,曜日|男女|ふだんの健康状態|ふだんの就業状態|単身世帯の区分|行動の種類別行動者率,,,,多数のテーブルがあり、上記の変数は全体のほんの一部,
6052,特定健康診断データ（国民健康保険）,40歳以上74歳以下の国民健康保険の被保険者が受診した特定健康診断データ・質問票による問診・身体計測・血圧測定・血液検査・検尿・選択項目として貧血検査、心電図検査、眼底検査などを含む,自記式質問票と上記検査による,研究目的において共有可,テキスト.数値,ID|受診日|性別|年齢||薬剤＿血圧|薬剤＿血糖|薬剤＿脂肪|既往＿脳卒中|既往＿心臓病|既往＿腎臓病|既往＿貧血|喫煙|体重変化|運動習慣＿期間|運動習慣＿時間／日|歩行速度||食事＿噛力|食事＿速度|食事＿就寝前|食事＿甘味料|食事＿朝食欠食|飲酒＿頻度|飲酒＿量|睡眠|行動変容ステージ|保健指導|BMI|腹囲|血圧＿収縮期|血圧＿拡張期|中性脂肪|HDLコレステロール|LDLコレステロール|空腹時血糖|HbA1c|AST|ALT|γGT|尿酸|クレアチニン|eGFR|尿糖|尿蛋白|尿潜血|赤血球数|血色素量|ヘマトクリット値|心電図検査|眼底検査,,,,,
6050,健康診査データ,国保対象者に対する健診データ,,未定,テキスト.数値.時系列,血液検査|身長|体重,,,,,
6049,健常者コホート,大腸がん検診における内視鏡検診の有効性を調べるランダム化比較試験において、ベースラインデータとして、摂取栄養素、身体活動など、大腸がんのリスクファクターを調べた。エンドポイントとして、大腸がん死亡ならびに大腸がん罹患、他がん罹患などを収集予定。秋田県A市、B市在住者約10000名。,対象者の自記式質問票及びがん罹患についてはカルテやがん登録から同意のもと、研究として収集。,その他,テキスト.数値.時系列,性別|年齢|摂取栄養素|身体活動量|心理社会的要因|追跡期間|再発|生死,曝露情報と罹患情報、生死の情報の関連解析。,罹患や死亡に対する曝露のハザード比。,,,
6048,がん患者のコホート,乳がんや大腸がんなどの比較的予後のいいがん患者さんに、診断前、診断後の食事や運動、心理社会的要因に関する十数ページの質問票を答えてもらい、その後追跡を行って、再発などの転帰を確認したデータ。6000人以上、最低5年間の追跡。,患者さんの自記式質問票及びカルテから同意のもと、研究として収集。,その他,テキスト.数値.時系列,性別|年齢|摂取栄養素|身体活動量|心理社会的要因|治療法|ステージ|追跡期間|再発|生死,再発や生存に影響を与える要因の探索。,要因の再発や死亡に対するハザード比,仕事や社会環境など、取得していない要因との関連。,,
6047,FDAの有害事象報告データ（FAERS）,FDAに報告された医薬品の有害事象報告データこのデータに対して前処理及び、不均衡分析を行い、各医薬品・副作用のSDR（シグナル値）を算出したもの,WWWからダウンロード,未定,テキスト.数値.時系列,医薬品名|有害事象名|報告件数|PRR値|ROR値,医薬品の有害事象発生初期での検知、有害事象対応の経過観察,,,,
6046,CHASE（Care, Health Status & Events）介護領域のの既存のデータベースを補完するデータベース,介護保険総合データベースや、通所・訪問リハビリテーションの質の評価データ収集等事業によるデータベース（VISIT）など既存のデータベースに収集されていない情報を補完的に収集するデータベース,①総論②認知症③口腔④栄養――の４分野それぞれで、可能な限り多くの事業所が収集する「基本的な項目」３０項目、加算算定に必要となる「目的に応じた項目」、任意に収集する「その他の項目」,その他,テキスト.数値.表,総論】保険者番号、被保険者番号、事業所番号、性別、生年月日、既往歴（新規診断含む、主治医意見書等からの情報と連携できるよう今後検討）、服薬情報、同居人等の数・本人との関係性（主たる介護者等についても記載を検討）、在宅復帰の有無、褥瘡の有無・ステージ、BI（Barthel Index） 【認知症】認知症の既往歴等（新規診断含む）、DBD13（モデル事業等で項目を整理）、Vitality Index（同） 【口腔】食事の形態（モデル事業等で形態の分類を整理）、誤嚥性肺炎の既往歴等（新規診断含む）、 【栄養】身長（計測が容易な場合のみ）、体重（同）、栄養補給法、提供栄養量・エネルギー（給食システムと連携等し自動取得を模索）、提供栄養量・タンパク質（同）、主食の摂取量（給食システム等と連携、加算の様式例等に含まれる場合のみ）、副食の摂取量（同）、血清アルブミン値（検診等情報を取得できる場合のみ）、本人の意欲（加算の様式例等に含まれる場合のみ）、食事の留意事項の有無（同）、食事時の摂食・嚥下状況（同）、食欲・食事の満足感（同）、食事に対する意識（同）、多職種による栄養ケアの課題（同）,,,,,
6045,レセプト情報・特定健診等情報データベース（NDB: National Database),医療機関から保険者に対して発行されるレセプトと特定健診・保健指導の結果からなるデータベース,,その他,テキスト.数値,■レセプトデータ（○傷病名 ○診療開始日、診療実日数 ○医療機関コード ○初診・再診、時間外等 ○医学管理（医師の指導料等） ○投薬 ○注射 ○処置 ○手術 ○検査 ○画像診断 ○請求点数（１点につき10円） 等）■特定健診データ(○受診情報（実施日等） ○保険者番号 ○特定健診機関情報（機関番号のみ） ○受診者情報の一部（男女区分、郵便番号） ○健診結果・問診結果 ○保健指導レベル ○支援形態 ○特定保健指導のポイント数 など),全国や都道府県における医療費適正化計画の作成と実施のための分析,,,,
6044,介護保険総合データベース,要介護認定情報、介護保険レセプト情報,要介護認定及び請求・支払いの際に保険者が収集。（平成30年度よりデータ提供 義務化）,研究目的において共有可,テキスト.数値,★要介護認定情報（ ■ 要介護認定の期間 ■ 要介護度 • 要介護認定調査（74項目）の結果 （□ 5群＋１の分野 <• 第1群：身体機能・起居動作 • 第2群：生活機能 • 第3群：認知機能 • 第4群：精神・行動障害 • 第5群：社会生活への適応 • 過去14日間に受けた特別な医療 > □3種類の評価軸 <• 能力 • 介助の方法 • 障害や現象の有無 等>）)★介護保険レセプト情報（ ■ 利用したサービス種別 ■利用回数 ■ 加算の算定の有無 等）,・市町村介護保険事業計画及び都道府県介護保険事業支援計画の作成等に資する調査及び分析・国民の健康保持増進及びその有する能力の維持向上に資する調査及び分析・国民の健康の保持増進等を目指した正確なエビデンスに基づく施策の推進・上記施策に有益な分析・研究、学術研究の発展に資する目的で行う分析・研究,,,,
6043,VISIT(monitoring & eValuation for rehabIlitation ServIces for long-Term care）通所・訪問リハビリテーションの質の評価データ収集等事業のデータ,通所リハビリテーション事業所、訪問リハビリテーション事業所から収集したリハビリテーション計画書等の情報。,現在１００か所程度の通所リハビリテーション事業所、訪問リハビリテーション事業所から収集,その他,テキスト,• 様式１：興味・関心チェックシート • 様式２：リハビリテーション計画書（アセスメント） • 様式３：リハビリテーション計画書 • 様式４：リハビリテーション会議録 • 様式５：プロセス管理票 • 様式６：生活行為向上リハビリテーション実施計画,・リハビリマネジメントに必要な様式を作成し、個人情報以外のデータを電送・電送されたデータをデータベースに収集、データベースを用いて分析・分析結果を通所・訪問リハビリ事業所へフィードバック,リハビリマネジメントの実態と効果の把握,質の高いリハビリテーションの提供,,
6042,健康アプリ利用ユーザーの食事写真,弊社が提供する健康アプリの利用ユーザーが日々アプリに登録している食事写真の画像データ。AIによる画像解析(バウンディングボックス推定、メニュー推定、量推定、食材推定)結果も付属されている。登録するタイミングは 朝食、昼飯、夕飯、おやつ の4回。登録は任意。,健康アプリの利用ユーザーがスマホで写真撮影、または、スマホの写真ライブラリから保存してある写真を選択する。,未定,テキスト.時系列.画像,ユーザー|時間|喫食メニュー(複数)|喫食量(複数)|食事画像(複数),,,,,
6041,健康アプリ利用ユーザーの歩数履歴,健康アプリ利用ユーザーの日別の歩数。歩数はウェアラブルデバイスやスマートフォンOSから取得する(連携設定を事前に行う)。,ウェアラブルデバイスやスマートフォンOSから取得,未定,時系列,ユーザー|日付|歩数,,,,,
6040,健康アプリ利用ユーザーの運動履歴,弊社が提供する健康アプリの利用ユーザーが日々アプリに登録している運動のデータ。「ラジオ体操」「エアロバイク」などの運動メニューからユーザーが実施したメニューを複数選んでアプリに登録する。登録は任意。タイミングはユーザーが日時を指定する。各タイミングに複数のメニューが紐付いているイメージです。,健康アプリの利用ユーザーがアプリに手入力する。,未定,テキスト.時系列,ユーザー|時間|運動メニュー(複数)|運動量(複数),,,,,
6039,病院報告,全国の病院や療養病床を有する診療所における患者の利用状況や各都道府県での医療費の状況,病院及び療養病床を有する診療所の管理者が作成したものを集計,一般的に共有してよい,数値.時系列.表,時間|１日平均在院患者数|１日平均新入院患者数|１日平均退院患者数|１日平均外来患者数|病床利用率|平均在院日数|病院種別|都道府県|病床数|医師数|人口|人口あたりの医療費,各パラメータを動かした場合の人口あたりの医療費への影響,医療費と各パラメータの関係性,都道府県タイプ（大都市型、地方都市型、過疎型）に応じた医療費削減施策の検討,,
6038,健康とくらしの調査,生活状況や福祉に関わるくらし全般の現状、および健康課題の現状に関するアンケート調査データ,郵送,未定,テキスト.数値,幸福度,,,,,
